Iteration	Payoff	Chain	Status	Baseline Natural Flux	Atmospheric Lifetime of N2O	Effective Sensitivity of Temperature on N2O Flux	
6940	  -55303.998	7	2	   9233178.8	         200	        0.06	
6940	  -55305.249	8	2	   9235546.4	   199.99781	        0.06	
6940	  -55304.171	9	2	   9232234.1	         200	        0.06	
6950	  -55304.209		2	   9234205.8	         200	        0.06	
6950	  -55305.804	1	2	   9234706.1	    199.9852	        0.06	
6950	  -55304.704	2	1	   9231280.4	         200	        0.06	
6950	  -55304.099	3	2	   9232454.5	         200	        0.06	
6950	   -55304.01	4	2	   9233425.3	         200	        0.06	
6950	  -55304.106	5	1	   9233914.4	         200	        0.06	
6950	  -55304.637	6	2	   9234971.9	         200	        0.06	
6950	  -55303.998	7	2	   9233178.8	         200	        0.06	
6950	  -55305.249	8	2	   9235546.4	   199.99781	        0.06	
6950	  -55304.171	9	2	   9232234.1	         200	        0.06	
6960	  -55304.209		2	   9234205.8	         200	        0.06	
6960	  -55305.004	1	1	   9235429.3	         200	        0.06	
6960	  -55304.102	2	1	   9232445.3	         200	        0.06	
6960	  -55304.099	3	2	   9232454.5	         200	        0.06	
6960	   -55304.01	4	2	   9233425.3	         200	        0.06	
6960	  -55304.329	5	1	   9234467.1	         200	        0.06	
6960	  -55304.637	6	2	   9234971.9	         200	        0.06	
6960	  -55303.998	7	2	   9233178.8	         200	        0.06	
6960	  -55304.483	8	1	   9231604.6	         200	        0.06	
6960	  -55304.171	9	2	   9232234.1	         200	        0.06	
6970	  -55304.209		2	   9234205.8	         200	        0.06	
6970	   -55304.26	1	1	   9232019.7	         200	        0.06	
6970	  -55304.102	2	2	   9232445.3	         200	        0.06	
6970	  -55304.187	3	1	   9234150.5	         200	        0.06	
6970	   -55304.01	4	2	   9233425.3	         200	        0.06	
6970	  -55306.207	5	1	   9236516.4	         200	        0.06	
6970	  -55304.637	6	2	   9234971.9	         200	        0.06	
6970	  -55303.998	7	2	   9233178.8	         200	        0.06	
6970	  -55304.483	8	2	   9231604.6	         200	        0.06	
6970	   -55304.02	9	1	   9232833.8	         200	        0.06	
6980	  -55304.209		2	   9234205.8	         200	        0.06	
6980	  -55303.999	1	1	   9233101.1	         200	        0.06	
6980	  -55304.102	2	2	   9232445.3	         200	        0.06	
6980	  -55304.187	3	2	   9234150.5	         200	        0.06	
6980	  -55304.378	4	1	   9234559.6	         200	        0.06	
6980	  -55304.534	5	1	   9234820.4	         200	        0.06	
6980	  -55304.637	6	2	   9234971.9	         200	        0.06	
6980	  -55303.998	7	2	   9233178.8	         200	        0.06	
6980	  -55304.483	8	2	   9231604.6	         200	        0.06	
6980	   -55304.02	9	2	   9232833.8	         200	        0.06	
6990	  -55304.209		2	   9234205.8	         200	        0.06	
6990	  -55303.999	1	2	   9233101.1	         200	        0.06	
6990	  -55304.102	2	2	   9232445.3	         200	        0.06	
6990	  -55304.325	3	1	   9234150.5	   199.99854	        0.06	
6990	  -55304.378	4	2	   9234559.6	         200	        0.06	
6990	  -55304.127	5	1	   9233558.2	   199.99907	        0.06	
6990	  -55304.637	6	2	   9234971.9	         200	        0.06	
6990	  -55303.998	7	2	   9233178.8	         200	        0.06	
6990	  -55304.483	8	2	   9231604.6	         200	        0.06	
6990	   -55304.02	9	2	   9232833.8	         200	        0.06	
7000	  -55304.209		2	   9234205.8	         200	        0.06	
7000	  -55303.999	1	2	   9233101.1	         200	        0.06	
7000	  -55304.102	2	2	   9232445.3	         200	        0.06	
7000	  -55304.325	3	2	   9234150.5	   199.99854	        0.06	
7000	   -55304.74	4	1	   9235111.1	         200	        0.06	
7000	  -55304.127	5	2	   9233558.2	   199.99907	        0.06	
7000	  -55304.637	6	2	   9234971.9	         200	        0.06	
7000	  -55303.998	7	2	   9233178.8	         200	        0.06	
7000	  -55304.483	8	2	   9231604.6	         200	        0.06	
7000	   -55304.02	9	2	   9232833.8	         200	        0.06	
7010	  -55304.152		1	   9232289.1	         200	        0.06	
7010	  -55303.999	1	2	   9233101.1	         200	        0.06	
7010	  -55304.102	2	2	   9232445.3	         200	        0.06	
7010	  -55304.325	3	2	   9234150.5	   199.99854	        0.06	
7010	  -55304.808	4	1	   9235197.6	         200	        0.06	
7010	  -55304.127	5	2	   9233558.2	   199.99907	        0.06	
7010	  -55304.262	6	1	   9234328.7	         200	        0.06	
7010	  -55303.998	7	2	   9233178.8	         200	        0.06	
7010	  -55304.483	8	2	   9231604.6	         200	        0.06	
7010	   -55304.02	9	2	   9232833.8	         200	        0.06	
7020	  -55304.152		2	   9232289.1	         200	        0.06	
7020	  -55303.999	1	2	   9233101.1	         200	        0.06	
7020	  -55304.102	2	2	   9232445.3	         200	        0.06	
7020	  -55304.325	3	2	   9234150.5	   199.99854	        0.06	
7020	  -55304.808	4	2	   9235197.6	         200	        0.06	
7020	  -55304.127	5	2	   9233558.2	   199.99907	        0.06	
7020	  -55304.262	6	2	   9234328.7	         200	        0.06	
7020	  -55303.998	7	2	   9233178.8	         200	        0.06	
7020	  -55305.678	8	1	   9230255.2	         200	        0.06	
7020	   -55304.02	9	2	   9232833.8	         200	        0.06	
7030	  -55304.152		2	   9232289.1	         200	        0.06	
7030	  -55303.999	1	2	   9233101.1	         200	        0.06	
7030	  -55304.102	2	2	   9232445.3	         200	        0.06	
7030	  -55304.325	3	2	   9234150.5	   199.99854	        0.06	
7030	  -55304.808	4	2	   9235197.6	         200	        0.06	
7030	  -55304.127	5	2	   9233558.2	   199.99907	        0.06	
7030	  -55304.262	6	2	   9234328.7	         200	        0.06	
7030	  -55303.998	7	2	   9233178.8	         200	        0.06	
7030	  -55305.181	8	1	   9232123.5	    199.9933	        0.06	
7030	   -55304.02	9	2	   9232833.8	         200	        0.06	
7040	  -55304.152		2	   9232289.1	         200	        0.06	
7040	  -55303.999	1	2	   9233101.1	         200	        0.06	
7040	  -55304.102	2	2	   9232445.3	         200	        0.06	
7040	  -55304.325	3	2	   9234150.5	   199.99854	        0.06	
7040	  -55304.808	4	2	   9235197.6	         200	        0.06	
7040	  -55304.127	5	2	   9233558.2	   199.99907	        0.06	
7040	  -55304.262	6	2	   9234328.7	         200	        0.06	
7040	  -55303.998	7	2	   9233178.8	         200	        0.06	
7040	   -55305.21	8	1	   9232072.6	    199.9933	        0.06	
7040	   -55304.02	9	2	   9232833.8	         200	        0.06	
7050	  -55304.106		1	   9232572.3	   199.99971	        0.06	
7050	  -55303.999	1	2	   9233101.1	         200	        0.06	
7050	  -55304.156	2	1	   9232276.9	         200	        0.06	
7050	  -55304.325	3	2	   9234150.5	   199.99854	        0.06	
7050	  -55304.808	4	2	   9235197.6	         200	        0.06	
7050	  -55304.127	5	2	   9233558.2	   199.99907	        0.06	
7050	  -55304.262	6	2	   9234328.7	         200	        0.06	
7050	  -55303.998	7	2	   9233178.8	         200	        0.06	
7050	   -55305.21	8	2	   9232072.6	    199.9933	        0.06	
7050	   -55304.02	9	2	   9232833.8	         200	        0.06	
7060	  -55304.106		2	   9232572.3	   199.99971	        0.06	
7060	  -55304.804	1	1	   9231150.8	         200	        0.06	
7060	  -55304.156	2	2	   9232276.9	         200	        0.06	
7060	  -55304.495	3	1	   9234759.3	         200	        0.06	
7060	  -55304.808	4	2	   9235197.6	         200	        0.06	
7060	  -55304.127	5	2	   9233558.2	   199.99907	        0.06	
7060	  -55304.262	6	2	   9234328.7	         200	        0.06	
7060	  -55303.998	7	2	   9233178.8	         200	        0.06	
7060	  -55305.228	8	1	   9230675.9	         200	        0.06	
7060	   -55304.02	9	2	   9232833.8	         200	        0.06	
7070	  -55307.177		1	   9232572.3	         200	 0.059981163	
7070	  -55305.116	1	1	   9230792.1	         200	        0.06	
7070	  -55304.156	2	2	   9232276.9	         200	        0.06	
7070	  -55304.786	3	1	   9235170.2	         200	        0.06	
7070	  -55304.808	4	2	   9235197.6	         200	        0.06	
7070	  -55304.127	5	2	   9233558.2	   199.99907	        0.06	
7070	  -55304.262	6	2	   9234328.7	         200	        0.06	
7070	  -55303.998	7	2	   9233178.8	         200	        0.06	
7070	  -55305.228	8	2	   9230675.9	         200	        0.06	
7070	   -55304.02	9	2	   9232833.8	         200	        0.06	
7080	  -55307.177		2	   9232572.3	         200	 0.059981163	
7080	  -55305.116	1	2	   9230792.1	         200	        0.06	
7080	  -55304.156	2	2	   9232276.9	         200	        0.06	
7080	  -55304.786	3	2	   9235170.2	         200	        0.06	
7080	  -55304.036	4	1	   9232729.6	         200	        0.06	
7080	  -55304.127	5	2	   9233558.2	   199.99907	        0.06	
7080	  -55304.262	6	2	   9234328.7	         200	        0.06	
7080	  -55303.998	7	2	   9233178.8	         200	        0.06	
7080	  -55305.228	8	2	   9230675.9	         200	        0.06	
7080	   -55304.02	9	2	   9232833.8	         200	        0.06	
7090	  -55304.007		1	   9233392.8	         200	        0.06	
7090	  -55305.116	1	2	   9230792.1	         200	        0.06	
7090	  -55304.219	2	1	   9232112.3	         200	        0.06	
7090	  -55304.786	3	2	   9235170.2	         200	        0.06	
7090	  -55304.036	4	2	   9232729.6	         200	        0.06	
7090	  -55304.127	5	2	   9233558.2	   199.99907	        0.06	
7090	  -55304.262	6	2	   9234328.7	         200	        0.06	
7090	  -55303.998	7	2	   9233178.8	         200	        0.06	
7090	  -55305.228	8	2	   9230675.9	         200	        0.06	
7090	   -55304.02	9	2	   9232833.8	         200	        0.06	
7100	  -55304.007		2	   9233392.8	         200	        0.06	
7100	  -55305.116	1	2	   9230792.1	         200	        0.06	
7100	  -55304.219	2	2	   9232112.3	         200	        0.06	
7100	  -55304.786	3	2	   9235170.2	         200	        0.06	
7100	  -55304.036	4	2	   9232729.6	         200	        0.06	
7100	  -55304.127	5	2	   9233558.2	   199.99907	        0.06	
7100	  -55304.262	6	2	   9234328.7	         200	        0.06	
7100	  -55303.998	7	2	   9233178.8	         200	        0.06	
7100	  -55305.228	8	2	   9230675.9	         200	        0.06	
7100	   -55304.02	9	2	   9232833.8	         200	        0.06	
7110	  -55304.007		2	   9233392.8	         200	        0.06	
7110	  -55305.404	1	1	   9230503.5	         200	        0.06	
7110	  -55304.219	2	2	   9232112.3	         200	        0.06	
7110	  -55304.786	3	2	   9235170.2	         200	        0.06	
7110	  -55304.036	4	2	   9232729.6	         200	        0.06	
7110	  -55304.127	5	2	   9233558.2	   199.99907	        0.06	
7110	  -55304.262	6	2	   9234328.7	         200	        0.06	
7110	  -55303.998	7	2	   9233178.8	         200	        0.06	
7110	  -55304.599	8	1	   9234806.5	         200	  0.05999953	
7110	  -55304.504	9	1	   9232833.8	         200	 0.059997052	
7120	  -55304.154		1	   9234061.3	         200	        0.06	
7120	  -55305.404	1	2	   9230503.5	         200	        0.06	
7120	  -55304.219	2	2	   9232112.3	         200	        0.06	
7120	  -55304.786	3	2	   9235170.2	         200	        0.06	
7120	  -55304.036	4	2	   9232729.6	         200	        0.06	
7120	  -55304.302	5	1	   9234412.9	         200	        0.06	
7120	  -55304.262	6	2	   9234328.7	         200	        0.06	
7120	  -55303.998	7	2	   9233178.8	         200	        0.06	
7120	  -55304.599	8	2	   9234806.5	         200	  0.05999953	
7120	  -55304.504	9	2	   9232833.8	         200	 0.059997052	
7130	   -55304.43		1	   9234061.3	   199.99717	        0.06	
7130	  -55305.481	1	1	   9230431.5	         200	        0.06	
7130	  -55304.219	2	2	   9232112.3	         200	        0.06	
7130	  -55306.034	3	1	   9233455.3	   199.98323	        0.06	
7130	  -55304.007	4	1	     9233396	         200	        0.06	
7130	  -55304.302	5	2	   9234412.9	         200	        0.06	
7130	  -55304.262	6	2	   9234328.7	         200	        0.06	
7130	  -55305.397	7	1	   9230509.7	         200	        0.06	
7130	  -55304.599	8	2	   9234806.5	         200	  0.05999953	
7130	  -55304.504	9	2	   9232833.8	         200	 0.059997052	
7140	   -55304.43		2	   9234061.3	   199.99717	        0.06	
7140	  -55305.481	1	2	   9230431.5	         200	        0.06	
7140	  -55304.219	2	2	   9232112.3	         200	        0.06	
7140	  -55306.034	3	2	   9233455.3	   199.98323	        0.06	
7140	  -55304.007	4	2	     9233396	         200	        0.06	
7140	  -55304.002	5	1	   9233018.2	         200	        0.06	
7140	  -55304.262	6	2	   9234328.7	         200	        0.06	
7140	  -55305.397	7	2	   9230509.7	         200	        0.06	
7140	  -55304.599	8	2	   9234806.5	         200	  0.05999953	
7140	  -55304.504	9	2	   9232833.8	         200	 0.059997052	
7150	   -55304.43		2	   9234061.3	   199.99717	        0.06	
7150	  -55306.478	1	1	   9232442.3	   199.98343	        0.06	
7150	  -55304.219	2	2	   9232112.3	         200	        0.06	
7150	  -55306.034	3	2	   9233455.3	   199.98323	        0.06	
7150	  -55304.007	4	2	     9233396	         200	        0.06	
7150	  -55304.002	5	2	   9233018.2	         200	        0.06	
7150	  -55304.262	6	2	   9234328.7	         200	        0.06	
7150	  -55304.003	7	1	   9233344.1	         200	        0.06	
7150	  -55304.599	8	2	   9234806.5	         200	  0.05999953	
7150	   -55304.01	9	1	   9233427.8	         200	        0.06	
7160	   -55304.43		2	   9234061.3	   199.99717	        0.06	
7160	  -55304.341	1	1	   9231852.5	         200	        0.06	
7160	  -55304.219	2	2	   9232112.3	         200	        0.06	
7160	  -55306.034	3	2	   9233455.3	   199.98323	        0.06	
7160	  -55304.007	4	2	     9233396	         200	        0.06	
7160	   -55304.53	5	1	   9231529.8	         200	        0.06	
7160	  -55304.262	6	2	   9234328.7	         200	        0.06	
7160	  -55304.003	7	2	   9233344.1	         200	        0.06	
7160	  -55304.599	8	2	   9234806.5	         200	  0.05999953	
7160	   -55304.01	9	2	   9233427.8	         200	        0.06	
7170	  -55304.446		1	   9234678.8	         200	        0.06	
7170	  -55304.341	1	2	   9231852.5	         200	        0.06	
7170	  -55304.219	2	2	   9232112.3	         200	        0.06	
7170	  -55306.034	3	2	   9233455.3	   199.98323	        0.06	
7170	  -55304.007	4	2	     9233396	         200	        0.06	
7170	   -55304.53	5	2	   9231529.8	         200	        0.06	
7170	  -55304.595	6	1	   9231813.6	   199.99842	        0.06	
7170	  -55304.003	7	2	   9233344.1	         200	        0.06	
7170	  -55304.048	8	1	   9233675.1	         200	        0.06	
7170	   -55304.01	9	2	   9233427.8	         200	        0.06	
7180	  -55304.446		2	   9234678.8	         200	        0.06	
7180	  -55304.341	1	2	   9231852.5	         200	        0.06	
7180	  -55304.219	2	2	   9232112.3	         200	        0.06	
7180	  -55306.034	3	2	   9233455.3	   199.98323	        0.06	
7180	  -55304.007	4	2	     9233396	         200	        0.06	
7180	   -55304.53	5	2	   9231529.8	         200	        0.06	
7180	  -55304.595	6	2	   9231813.6	   199.99842	        0.06	
7180	  -55304.003	7	2	   9233344.1	         200	        0.06	
7180	  -55304.048	8	2	   9233675.1	         200	        0.06	
7180	   -55304.01	9	2	   9233427.8	         200	        0.06	
7190	   -55304.01		1	     9232925	         200	        0.06	
7190	  -55304.341	1	2	   9231852.5	         200	        0.06	
7190	  -55304.219	2	2	   9232112.3	         200	        0.06	
7190	  -55306.034	3	2	   9233455.3	   199.98323	        0.06	
7190	  -55304.007	4	2	     9233396	         200	        0.06	
7190	   -55304.53	5	2	   9231529.8	         200	        0.06	
7190	  -55304.595	6	2	   9231813.6	   199.99842	        0.06	
7190	  -55304.003	7	2	   9233344.1	         200	        0.06	
7190	  -55304.048	8	2	   9233675.1	         200	        0.06	
7190	  -55304.481	9	1	   9234736.7	         200	        0.06	
7200	   -55304.01		2	     9232925	         200	        0.06	
7200	  -55304.341	1	2	   9231852.5	         200	        0.06	
7200	  -55307.126	2	1	   9232626.3	   199.97845	        0.06	
7200	  -55306.034	3	2	   9233455.3	   199.98323	        0.06	
7200	  -55304.007	4	2	     9233396	         200	        0.06	
7200	   -55304.53	5	2	   9231529.8	         200	        0.06	
7200	  -55304.595	6	2	   9231813.6	   199.99842	        0.06	
7200	  -55304.003	7	2	   9233344.1	         200	        0.06	
7200	  -55304.302	8	1	   9233675.1	    199.9976	        0.06	
7200	  -55304.481	9	2	   9234736.7	         200	        0.06	
7210	   -55304.01		2	     9232925	         200	        0.06	
7210	  -55304.341	1	2	   9231852.5	         200	        0.06	
7210	  -55307.126	2	2	   9232626.3	   199.97845	        0.06	
7210	  -55306.801	3	1	   9236939.3	         200	        0.06	
7210	  -55304.203	4	1	     9232153	         200	        0.06	
7210	  -55305.402	5	1	     9230905	         200	 0.059997711	
7210	  -55305.503	6	1	   9234996.2	   199.98956	        0.06	
